term	translation
coffea	café \ cafeeiro
coffeum	café \ café
cofusum	confuso
cogitabundus	pensativo
cogitare	pensar \ cuidar \ refletir
cogitatio	pensamento \ cogitação \ imaginação \ reflexão \ pensamento
cogitatio critica	pensamento crítico
cogitatio libera	pensamento livre
cogitatus	cuidado
cogito	pensar \ refletir \ achar
cogito ergo sum	cogito ergo sum
cognatus	cunhado
cognitio	conhecimento \ ciência \ cognição
cognitivus	cognitivo
cognitor	advogado
cognitura	magistratura \ procuradoria
cognitus	conhecido
cognomen	apelido \ alcunha \ cognome
cognomentum	alcunha \ apelido
cognominatus	do mesmo nome \ homónimo
cognominis	do mesmo nome \ homónimo
cognoscere	conhecer \ saber
cognosco	conhecer \ descobrir que \ ficar sabendo
cognovisse	saber
cogo	forçar \ encorajar \ fazer \ obrigar
cohaerens	coerente
cohaerentia	coesão
cohaereo	fazer coincidir \ marcar para
cohibeo	parar \ deixar \ passar
cohibere	deixar \ limitar \ parar \ restringir
cohorresco	arrepiar \ estremecer
cohors	quintal \ banda \ pátio \ coorte
cohors tormentaria	bataria
cohortatio	exortação
coinquino	manchar
coiotes	coiote
coire	reunir-se
coitio	coalizão \ reunião
coitus	coito \ queca
coitus analis	sexo anal
coitus oralis	sexo oral \ sexo oral
colaphus	golpe com o punho
colaptes rubiginosus	pica-pau-oliváceo
colcata	calcutá
colchis	cólquida
colebant	eles adoravam
colectivitas	coletividade
coleo	testículo
coleoptera	besouro \ coleópteros
coleopterum	besouro \ escaravelho
colere	habitar \ morar \ estar hospedado
coleus	testículo
colibri thalassinus	beija-flor-marrom-de-orelha-azul
coliidae	coliiformes
colin cotterill	colin cotterill
colitis ulcerativa	colite ulcerosa
collaboro	colaborar
collacrimo	lamentar
collambo	lamber
collatia	apricena
collatio	agrupamento \ coleta de impostos \ combinação
collatio secunda	comparativo
collativum commune	financiamento coletivo
collator	contribuinte
colle	colina
collecta	vaquinha
collector	coletor
collectus	coleção \ colecção
collega	colega
collegium	escola \ colégio \ corporação \ colégio
collegium academiae	faculdade
collegium beatae mariae magdalenae	magdalen college
collegium dartmuthense	faculdade de dartmouth
collegium opificum	sindicato \ sindicato
colletia	colletia
collido	colidir
colligatio	coalizão \ coligação \ liame
colligere	captar \ colecionar \ reunir
colligo	coligir \ juntar \ recolher
collipo	distrito de leiria
collis	morro \ colina \ monte
collis pasca	cerro de pasco
collis quirinalis	quirinal
collisio	colisão
collocare	investir
collocatio pecuniae	investimento \ investimento
colloco	colocar
collocutorium	sala de visitas \ salão
collomia	collomia
colloquium	conversa \ entrevista \ conversação
colloquor	conversar \ discutir
colluceo	glitter
colluctator	inimigo
collum	pescoço \ cerviz \ nuca \ pescoço
collyra	talharim
colmaria	colmar \ colmar
colo	amanhar \ arar \ cultivar
colocasia antiquorum	inhame \ taioba
colocasia esculenta	inhame \ taioba
cololabis saira	agulhão-do-japão
colombianus	colombiano
colombo	colombo \ colombo
colon	cólon \ intestino grosso \ cólon
colon sigmoideum	sigmoide
colonia	colônia \ colónia \ colônia \ colónia
colonia agrippina	colônia \ colônia \ colónia \ köln
colonia claudia ara agrippinensium	colónia \ colônia
colonia marchica	cölln
colonia romana	colônia
colonialismus	colonialismo \ colonialismo
colonista	colono \ colona \ colonizador
colonistus	colono \ colona \ colonizador
colonus	agricultor \ colono
colophon	cólofon \ cólofon
color	cor \ tinta \ matiz \ cor
colorado rockies	colorado rockies
colorare	cor \ colorin \ pintar
coloratum	colorado \ colorado
colores primarii	cor primária
colorius	multicolor \ multicor \ variegado
coloro	colorir
colosseus	enorme \ gigantesco \ imenso
colossicon	colossal
colossicus	enorme \ gigantesco \ imenso
colossus	colosso
colossus rhodi	colosso de rodes
colostra	colostro
colostrum	colostro
colpodium	colpodium
colpus	golpe
coluber	serpente
colubra	cobra \ serpente \ serpe \ ofídio
colubris	beija-flor \ colibri
colum	filtrar \ passador \ passador
columba	pombo \ pomba \ pombo comum \ columbidae \ columba \ pombo-das-rochas \ pombo
columba livia	pombo-das-rochas
columba oenas	pombo-bravo \ pombo-bravo
columba palumbus	pombo-torcaz
columba versicolor	columba versicolor
columbarium	pombal
columbia	columbia \ colômbia \ colômbia \ rio columbia
columbia britannica	colúmbia britânica
columbula	pomba \ pombo
columbulus	pomba \ pombo
columbus	pombo \ pomba \ columbus \ colombo
columella	columella
columen	cume \ topo
columna	coluna \ coluna
columna phocatis	coluna de focas
columna vertebralis	coluna vertebral \ espinha dorsal \ espinha \ coluna vertebral
colutea	colutea
coma	cabelo \ pêlo \ pelo
coma berenices	coma berenices
comans	comandante
combattuo	lutar \ combater
combibo	beber
combinatio	combinação
comedere	comer
comedo	comer
comenius	comenius \ komensky
comentarium	comentário
comes	conde \ camarada \ companheiro \ conde \ conde
comestibilis	comestível
cometa	cometa
cometes	cometa
cometessa	condessa
cometissa	condessa
comicotragicus	tragicômico
comicus	bd \ hq \ banda desenhada
comis	gentil \ afável \ amável
comission	comitê
comitas aurantii	condado de orange
comitatio	acompanhamento
comitatus	condado \ condado
comitatus allensis indianensis	condado de allen
comitatus anuli	the lord of the rings: the fellowship of the ring
comitatus berceriensis	berkshire
comitatus non metropolitanus	condado não-metropolitano
comitatus provinciae	provença
comitatus somersetensis	somerset
comitatus vigorniensis	worcestershire
comitatus wiltoniensis	wiltshire
comitessa	condessa
comitia	eleição
comitialis	eleitoral
comitis	camarada \ amigo
comitissa	condessa
comitor	acompanhar
comma	vírgula
commarca	comarca
commarceo	murchar
commeatus	bens \ caravana \ comboio \ trânsito
commelina	commelina
commelinidae	comelinídeas
commemoratio	comemoração
commemoratio omnium fidelium defunctorum	dia dos fiéis defuntos \ dia dos fiéis defuntos
commemoratorium	lista \ rol
commendo	comandar
commensalismus	comensalismo \ comensalismo
commentarium	comentário \ revista
commenticius	inventado
commentum	ficcionismo \ ficção \ literatura
commentus	inventado
commerciens	comerciante
commercium	comércio \ comércio
commercium pellis	comércio de pele
commercor	comprar
commiccus mussum est de maravillosus trapalhoniis.boiop	humorista mussum
commilito	camarada \ compañero
comminus	bem perto \ bem próximo \ imediatamente \ mano a mano
commisceo	misturar \ unir
commissio	comissão
commissura	ligamento
committo	começar \ iniciar
commodans	comodante
commodatarius	comodatario
commodatum	comodato
commode	convenientemente
commoditas	conveniência \ aptidão
commodo	emprestar
commodum	conveniência \ vantagem
commodus	cómodo
commoneo	recordar \ aconselhar \ persuadir
commorior	morrer
commotio	agitação \ excitação
commotiuncula	indisposição
commotus	agitado
commoveo	sacudir \ agitar \ estimular
communalis	comunitário
commune	município \ comum \ público \ sociedade \ município \ comuna \ município
communicatio	comunicação
communio	comunhão
communio anglicana	comunhão anglicana \ igreja anglicana
communis	comum \ epiceno
communismus	comunismo \ comunismo
communismus primitivus	comunismo primitivo
communista	comunista
communitas	comunidade
communitas intentionalis	comunidade intencional
commutabilis	comutável
commutatio	comutação \ intercâmbio
commutatio regiminis	mudança do regimen \ mudança de regime
commutativitas	comutatividade
commutatus	comutado
commuto	mudar \ alterar \ comutar
comoedia	comédia \ comédia
comoedia errorum	a comédia dos erros
comoedia situationis	comédia de situação \ sitcom
compages	arcabouço \ estrutura \ infra \ infraestrutura
companio	camarada \ companhia \ empresa
compar	camarada
comparare	comparar
comparatio	comparação
comparativus	comparativo
compareo	aparecer \ comparecer \ surgir \ existir
comparere	aparecer \ apontar \ assomar
comparo	comparar
compassibilis	compassível
compassio	compaixão \ piedade \ caridade \ compaixão
compati	apiedar-se de \ compadecer-se \ lastimar \ compadecer
compatior	sofrer
compedio	algemar
compello	compelir \ fazer
compendiare	resumir
compendium	compêndio \ compiègne
compendo	pesar
compenso	compensar
competens	competente
competenter	apropriadamente \ competentemente
competentia	competência
competitio	competição
competitor	competidor
competitrix	competidora
competo	competir
compilator	compilador \ plagiador \ plagiário
compilatrum	compilador \ compilador
compita	cruzamento \ encruzilhada
compito	computar
compitum	cômpito \ cruzamento
complaceo	agradar \ agradar a vários \ agradar ao mesmo tempo
complanto	queixar
complector	abraçar \ bússola \ completar
complectus	abraço
compleo	cobrir \ encher \ maquiar \ plenificar
completio	conclusão
completorium	completas
completus	completo
complex	cúmplice
complexio	combinação \ complexão
complexitas	complexidade
complexus	abraço \ complexo
complexus golgianus	aparelho de golgi \ complexo de golgi
complicatio	complicação
complicattus	complicado
comploratio	lamentação
compluo	irrigar \ regar
complutum	alcalá de henares
compluvium	complúvio
componens	componente
compono	construir \ edificar
compositae	asteraceae
compositio	composição \ composição de funções
compositio extemporanea	improvisação
compositio inorganica	composto inorgânico
compositio musica	composição musical
compositor	compositor \ compositor
compositum	palavra composta
compositum chemicum	composto químico
compostella	santiago de compostela
comprehendere	compreender \ conter \ deter \ prender
comprehendibilis	incompreensível
comprehendo	compreender \ entender \ perceber
comprehensibilis	compreensível \ imaginável
comprehensivus	compreensível \ imaginável
comprendo	compreender
compressio damnosa	compressão com perda de dados
compressio datorum	compressão de dados
compressus	comprimido
comprimens	adstringente
comprimere	apertar \ comprimer \ comprimir \ espremer
comprimo	apertar \ comprimir \ espremer
compromissum	compromisso
compsothraupis loricata	compsothraupis loricata
compunctio	tatuagem \ tatuagem
computare	calcular \ contar \ computar
computatio	computação
computatio radiocarbonica	datação por radiocarbono
computator	contador \ calculadora \ computador \ calculadora
computatorium	computador
computatrum	computador \ máquina calculadora \ computador
computatrum gestabile	computador portátil
computatrum humanum	computador humano
computatrum tabulare	tablet
computo	computar \ contar
computor	computador \ computador
computus	conta \ contas contábeis \ cálculo \ cômputo
comum	como
con	con
conakri	conacri
conan	conan
conari	buscar
conatio	tentativa
conatus	esforço \ instinto \ tentativa
conbibo	beber
concaleo	aquecer
concalesco	esquentar
concedere	permitir
concedo	ceder \ conceder
concentio	harmonia
concentus	acompanhamento \ concórdia \ acorde
concentus magister	concertino \ maestro
conceptio	concepção
conceptum	conceito \ embrião \ feto
concessio	concessão
concha	concha
concha nasalis	concha nasal
concha nasalis inferior	concha nasal inferior
conchologia	conquiliologia
conchylium	fruto do mar \ fruto do mar
concido	cair \ matar
concilatus	unido
conciliabulum	conciliábulo
conciliare	adquirir \ arranjar \ obter
conciliatio	conciliação
concilio	adquirir \ conciliar
concilium	concílio
concilium basilense	concílio de basileia-ferrara-florença
concilium chalcedonense	concílio de calcedónia
concilium constantiense	concílio de constança
concilium constantinopolitanum primum	primeiro concílio de constantinopla
concilium constantinopolitanum secundum	segundo concílio de constantinopla
concilium constantinopolitanum tertium	terceiro concílio de constantinopla
concilium ephesinum	concílio de éfeso
concilium lateranense quartum	quarto concílio de latrão
concilium lateranense quintum	quinto concílio de latrão
concilium lateranense secundum	segundo concílio de latrão
concilium lugdunense primum	primeiro concílio de lyon
concilium nicaenum primum	primeiro concílio de niceia
concilium nicaenum secundum	segundo concílio de niceia
concilium tridentinum	concílio de trento
concilium vaticanum primum	concílio vaticano i
concilium vaticanum secundum	concílio vaticano ii
concilium viennense	concílio de vienne
concino	concordar \ estar de acordo
concio	reunião
concipere	conceber
concipio	conceber
concire	incitar
concisus	breve
concitare	agitar \ amotinar \ sacolejar
concito	concitar \ estimular \ incentivar
concitus	pressa
conclamatio	conclamação
conclamatus	afamado \ célebre \ famigerado
conclamo	conclamar
conclave	aposento \ conclave \ câmara \ conclave \ cômodo
concordatum	concordata
concordia	harmonia \ concórdia
concordo	concordar \ estar de acordo
concorporalis	empresa \ empresário
concorporaratus	empresário
concorporatio	incorporação
concorporo	incorporar
concretum	concreto
concretus	concreto
concubeo	coito
concubina	concubina \ amásia \ barregã
concubinatus	concubinato
concubitus	transar
concurrens	concorrente
concurro	concorrer
concursatio	convergência
concursator	escaramuçador
concursio	concorrência
concursus	concurso \ reunido
concussio	intimidação
concutio	alarme \ brandir \ intimidar
condate redonum	rennes \ rennes
condemnare	amaldiçoar
condemnatio	condenação
condemnator	condenador
condemno	condenar
condensare	condensar
condensatrum	capacitor \ capacitor
condensatur lac	leite condensado
condescendo	condescender
condicio	situação
condicionalis	condicionado \ condicional
condico	publicar \ anunciar \ prometer
condimentum	condimento \ molho
condio	embalsamar
condiscipulus	colega \ condiscípulo
conditio	condição
conditionalis	condicional
conditor	instituidor \ fundador
conditorium	ataúde \ caixão
conditorium intermedium	buffer
conditura	especiaria \ tempero
condo	esconder \ estabelecer
condoceo	praticar \ treinar
condominium	condomínio
condonatio	doação
condono	perdoar \ desculpar \ absolver
conducenter	apropriadamente
conducere	comprar \ conduzir
conduco	juntar \ recolher \ reunir
conductor	empreendedor \ condutor \ empresário
conductrum	condutor \ condutor elétrico
conductum	aluguel \ casa alugada
conductus	empregado \ empregada
condulco	adocicar \ adoçar
condylomata acuminata	verruga genital
condylus	côndilo
conectas	conectado
conecto	juntar \ conectar \ copular
conexus	ligado
confectio	confecção
confector	criador \ preparador
confectorarius	matadouro
confectrix	criadora \ preparadora
confectura	fazendo
confectus	confeito
conferens	conferência
confero	juntar \ recolher \ reunir
confervefacio	fundir
confessio	confissão \ confissão
confessor	confessor
confestim	imediatamente
conficere	matar
conficiens	produtivo
conficio	juntar \ matar \ recolher
confictus	inventado
confidens	confidente
confidentia	confiança \ confidência \ crédito \ fé
confido	confiar
confinium	região fronteiriça
confirmare	consolidar
confirmatio	confirmação \ crisma \ crisma
confirmatus	confirmado
confirmo	confirmar
confiteor	confessar \ confissão
confiteor quia peccavi	confesso meus pecados
conflagro	conflagrar
conflictus	conflito
confligo	bater \ combater \ conflagrar \ encontrar-se com
confluens	confluência
confluentia	confluência
confodio	apunhalar \ esfaquear
conformis	similar
confort	conforto
confraternitas	confraria
confringo	partir \ quebrar \ romper
confucianismus	confucionismo
confucius	confúcio \ confúcio
confugio	escapar de \ fugir de \ recorrer
confusus	confuso \ desordenado
congaudeo	alegrar
congelare	congelar
congelasco	congelar
congelatio	congelamento
congelatus	congelado
congelo	congelar
congeria	congérie
congeries	coleção \ pilha, monte. \ colecção \ congérie
congero	juntar \ ladrão \ recolher \ reunir
congesticius	pilhado
congestio	ladroagem
congestus	coleção \ colecção
congitatio	pensamento
congitio	pensamento
congius	côngio
conglacio	congelar
conglutinatio	conglutinação
conglutinatus	inventado
conglutino	conglutinar
congratulatio	congratulação
congratulor	congratular
congredior	encontrar
congregatio	reunião \ sociedade
congregatio de causis sanctorum	congregação para as causas dos santos
congregatio de cultu divino et disciplina sacramentorum	congregação para o culto divino e disciplina dos sacramentos
congregatio de institutione catholica	congregação para a educação católica
congregatio mariana	congregação mariana
congregatio pro clericis	congregação para o clero
congregatio pro doctrina fidei	congregação para a doutrina da fé
