term	translation
cerc mare	círculo máximo
cerc onecare	círculo onecare
cerc polar	círculo polar
cerc trigonometric	círculo unitário
cerc vicios	círculo vicioso
cercel	brinco \ brinco
cerceluș	fúcsia \ brinco-de-princesa
cerceta	buscar \ investigar \ pesquisar
cercetare	pesquisa \ investigação \ busca
cercetare agronomică	investigação agronómica
cercetare aplicată	investigação aplicada
cercetare de teren	investigação de campo
cercetare documentară	pesquisa documental
cercetare fundamentală	investigação de base
cercetare industrială	investigação industrial
cercetare medicală	investigação médica
cercetare militară	investigação militar
cercetare nucleară	investigação nuclear
cercetare operațională	investigação operacional
cercetare piscicolă	investigação haliêutica
cercetare spațială	investigação espacial
cercetare universitară	investigação universitária
cercetare și dezvoltare	investigação e desenvolvimento
cercetare științifică	investigação científica
cercetare științifică forestieră	investigação florestal
cercetare științifică în energie	investigação energética
cercetarea mediului	investigação ecológica
cercetarea pieței	pesquisa de mercado
cercetător	investigador \ pesquisador
cercis	cercis
cercs	cercs
cercui	circular
cercul arctic	círculo ártico
cercul de foc al pacificului	círculo de fogo do pacífico
cercul polar de nord	círculo ártico
cercul polar sudic	círculo antártico
cercuri din culturi	círculos nas plantações
cercuri vicioase	círculo vicioso
cerdanya	cerdanha
cere	pedir \ exigir \ solicitar
cereale	cereal \ grão \ cereal
cereale alimentare	cereal alimentar
cereale furajere	cereal forrageiro
cereale pentru panificație	cereal panificável
cereală	cereal \ cereais \ grãos
cerească	celeste
cerebel	cerebelo \ cerebelo
cerebral	cerebral
cerejeiras	cerejeiras
ceremonie	cerimônia \ cerimónia \ recepção
ceremonie religioasă	culto \ missa
cerere	pedido \ demanda \ procura
cerere de angajare în muncă	procura de emprego
cerere de mână de lucru	necessidade de mão-de-obra
cerere de întrerupere	pedido de interrupção \ solicitação de interrupção
cerere și ofertă	oferta e procura \ lei da oferta e da procura
ceres	ceres \ ceres
ceresc	celestial \ celeste
cereus	cereus
cerinţe de dezvoltare a competenţelor - plan de angajări - prognoză angajări	desenvolvimento de habilidades necessárias - plano de contratação - previsão de contratação \ necessidades de desenvolvimento de competências - plano de contratações - previsão de contratações
cerinţe de sistem	requisitos de sistema \ requisitos do sistema
cerinţă	necessidade \ pedido
ceriu	cério
cern	cern \ organização europeia para investigação nuclear
cernavodă	cernavodă
cerne	peneirar \ coar \ discernir
cerneală	tinta \ tinta digital
cerneală digitală	tinta digital
cernobîl	chernobil \ chernobyl
cernoziom	chernossolo
cernunnos	cernunnos
cerqueira césar	cerqueira césar
cerquilho	cerquilho
cerrito	cerrito
cerro corá	cerro corá
cerro largo	cerro largo
cerro negro	cerro negro
cert	certo \ seguro \ indubitavelmente \ sem dúvida
certa	discutir \ ralhar \ repreender
certare	repreender \ admoestar
certbot	certbot
certbot-apache	certbot-apache
certbot-nginx	certbot-nginx
certifica	certificar
certificare cont	certificação de conta \ certificação de contas
certificat	certificado
certificat atribut privilegiat	certificado de atributos de privilégio \ certificado de atributos de privilégios
certificat cu semnătură automată	certificado autoassinado
certificat de autenticitate	certificado de autenticidade (certificate of authenticity) \ certificado de autenticidade
certificat de bună funcţionare	certificado de estado de funcionamento \ certificado de integridade
certificat de circulație	guia de trânsito
certificat de deces	certidão de óbito
certificat de emitere acreditări la server	certificado de licenciante para servidor \ certificado de servidor de licenciador
certificat de naștere	certidão de nascimento
certificat de proveniență al mărfii	certificado de origem
certificat de securitate	certificado de segurança
certificat distincţie	certificado de premiação \ diploma
certificat intermediar	certificado intermediário \ certificado intermédio
certificat personal	certificado pessoal
certificat revocat	certificado revogado
certificat rădăcină	certificado de raiz \ certificado raiz
certificat sanitar	certificado sanitário
certificat utilizator autoacordat	certificado fidedigno do próprio utilizador \ certificado de confiança do próprio usuário
certificate	certificados
certiide	certhiidae
certitudine	certeza
certăreț	beligerante
cerul planetar	céu \ céu
cerul înstelat	céu noturno
cervera	cervera
cerșetor	mendigo
cerșetorie	mendicidade
cerși	mendigar
cerșit	mendigo \ mendicância
cesare pavese	cesare pavese
cesena	cesena
cesiu	césio
cesson-sévigné	cesson-sévigné
cestrum	cestrum
cesário lange	cesário lange
cetaceu	cetáceo \ cetáceos
cetate	cidade \ município \ fortaleza
cetate-polis	pólis
cetatea ehrenbreitstein	festung ehrenbreitstein
cetatea katz	castelo de katz
cetatea stahleck	castelo de stahleck
cetină-de-negi	sabina
cetnici	chetniks
cetologie	cetologia
cetonă	cetona \ cetona
cetăţean	cidadão \ cidadã
cetățean comunitar	cidadão da comunidade europeia
cetățean de onoare	cidadania honorária
cetățeancă	cidadão \ cidadã
cetățeanul kane	citizen kane
cetățenie	cidadania \ nacionalidade \ nacionalidade
cetățenie europeană	cidadania europeia
cetățenie multiplă	cidadania múltipla
ceuta	ceuta \ ceuta
ceuta și melilla	ceuta e melilha
ceva	algo \ alguma coisa \ qualquer coisa \ algo mais \ ceva
cezar	césar \ césar
cezar august	augusto
cezariană	cesariana \ cesárea \ cesariana
cezarina	cezarina
cezaropapism	cesaropapismo
cf	confer
cf.	cf.
cfr cluj	cfr cluj
cgdb	cgdb
cgit	cgit
cgroups	cgroups
chablis	chablis
chaim herzog	chaim herzog
chaim weizmann	chaim weizmann
chakra	chacra \ chakra \ chacra
chalkis	cálcis
challah	chalá
challenge handshake authentication protocol	challenge handshake authentication protocol \ protocolo chap
cham	cham
chamaecyparis	chamaecyparis
chambéry	chambéry
chamerau	chamerau
chamorro	chamorro
champagne-ardenne	champanha-ardenas \ champanhe-ardenas
champigny-sur-marne	champigny-sur-marne
chandigarh	chandigarh \ chandigarh
chandler	chandler
chandler bing	chandler bing
chandrasekhara venkata raman	chandrasekhara venkata raman
changchun	changchun
changquan	chang quan
chania	chania
chanson	chanson \ canzona \ chanson
chant de ralliement	hino nacional dos camarões
chaos	chaos
chaotica	chaotica
chapada de areia	chapada de areia
chapadinha	chapadinha
chapadão do céu	chapadão do céu
chapadão do sul	chapadão do sul
chapati	chapati
chedi	estupa \ estupa
cheers	cheers
cheeseburger	cheeseburger
chef	chef \ banquete \ saúde \ deus te crie
chefir	kefir \ kefir
chefliu	botequeiro
chefui	comer em banquete
chei	plataforma \ cais \ ravina
cheie	chave \ clave \ tecla \ chave \ chave \ clave
cheie cromatică	chroma-key \ color keying
cheie de acces	chave de acesso
cheie de activare multiplă	chave de ativação múltipla
cheie de atestare a identităţii	chave de identidade de atestado
cheie de boltă	chave \ chave da abóbada \ fecho da abóbada \ chave
cheie de criptare	chave de criptografia \ chave de encriptação
cheie de culori	chave de cores \ color key
cheie de determinare	chave
cheie de produs pentru licenţă în volum	chave de licença de volume do produto \ chave de produto de licenciamento em volume de 25 carateres
cheie de recuperare bitlocker	chave de recuperação do bitlocker
cheie de registry	chave do registo \ chave do registro
cheie de securitate în reţea	chave de segurança de rede
cheie de stocare a rădăcinii	srk (storage root key) \ chave raiz de armazenamento
cheie ek	chave de endossamento \ chave de endosso
cheie fixă	chave inglesa
cheie franceză	chave de grifo \ turquesa
cheie hardware	dongle
cheie pentru comerţ cu amănuntul	chave comercial \ chave de produto para instalação individual
cheie pentru licenţă în volum	chave de licenciamento em volume \ chave de licença de volume
cheie pentru replicare	chave da réplica
cheie pre-partajată	chave pré-compartilhada \ chave pré-partilhada
cheie predefinită	chave predefinida
cheie primară	chave primária
cheie principală	chave mestra
cheie principală în pereche	chave pmk \ pmk (pairwise master key)
cheie privată	chave privada
cheie produs	chave de produto \ chave do produto (product key)
cheie publică	chave pública
cheie rețea	chave de rede
cheie străină	chave estrangeira \ chave externa
cheie tubulara	chave allen
cheie universală	chave de grifo \ turquesa
cheio	cheio
chel	calvo \ careca
chelicerate	quelicerados
chelner	garçom \ criado \ garçom \ empregado
chelneriţă	garçonete \ empregada
cheloniidae	cheloniidae
chelonioidea	chelonioidea
cheltui	gastar
cheltuieli	despesa
chelă	quela
chema	chamar \ nomear \ chamar-se
chemare	apelo \ telefonema \ chamada
chemați ambulanța	chame uma ambulância
chemnitz	chemnitz
chemnitzer land	chemnitzer land
chemosinteză	quimiossíntese
chemotropism	quimiotropismo
chestie	coisa \ treco
chestionar	questionário \ quiz
chestiune	problema \ situação
chestor	questor \ questor
chestor al parlamentului	questor
chestor al parlamentului european	questor pe
cheu	ancoradouro
chevalier	chevalier
chevelle	chevelle
chevrolet captiva	chevrolet captiva
chevron	chevron
cheyenne	cheyenne
chezaș	garantidor
chełmno	chełmno
chgrp	chgrp
chhattisgarh	chhattisgarh
chhukha	chukha
chiang kai-shek	chiang kai-shek
chiapas	chiapas
chiar	mesmo \ até \ exatamente
chiar dacă	mesmo se \ apesar de que
chiar de atunci	desde então \ desde que
chiar de când	desde então \ desde que
chiar de la	desde então \ desde que
chiba	chiba
chibrit	palito de fósforo \ fósforo \ palito de fósforo
chibuto	chibuto
chibzui	avaliar \ contemplar
chica-voinicului	nigela
chicago	chicago \ chicago
chichibu	chichibu
chiciură	sincelo
chico serra	chico serra
chieri	chieri
chieti	chieti
chifa	cefas
chiflă	cacetinho \ pãozinho
chiftea	almôndega \ cafta
chigasaki	chigasaki
chihlimbar	âmbar \ alambre \ âmbar
chihuahua	chihuahua
chikugo	chikugo
chikuma	chikuma
chikungunya	chicungunha
chikusei	chikusei
chikushino	chikushino
chil	quilo
childebert i	childeberto i
childeric i	childerico i
children of bodom	children of bodom
chile	chile \ chile
chilian	chilena \ chileno
chiliană	chilena \ chileno
chilie	cela
chillón	chillón
chilopod	quilópode
chiloţi	cuecas \ roupa de baixo \ roupa interior \ roupa íntima
chiloți	cueca slip \ roupa de baixo \ cuecas \ roupa interior \ roupa íntima
chilă	quilha \ quilha
chimay	chimay
chimen	alcaravia \ cominho \ cariz
chimia solului	química do solo
chimic	químico
chimie	química
chimie alimentară	química dos alimentos \ química de alimentos
chimie analitică	química analítica \ química analítica
chimie anorganică	química inorgânica
chimie atmosferică	química atmosférica
chimie biofizică	biofísica química
chimie computațională	química computacional
chimie cuantică	química quântica
chimie ecologică	química ambiental
chimie fizică	físico-química
chimie industrială	química industrial
chimie macromoleculară	química dos polímeros
chimie nucleară	química nuclear \ química nuclear
chimie organică	química orgânica
chimie organometalică	química organometálica
chimie teoretică	química teórica
chimioluminiscență	quimioluminescência
chimion	cominho
chimioterapie	quimioterapia \ quimioterapia
chimiotropism	quimiotropismo
chimist	químico \ tecnólogo em processos químicos
chimist medico-legal	química forense
chimistă	químico
chimoio	chimoio
chin	dor \ tormento \ angústia
china	china
china eastern airlines	china eastern
china southern airlines	china southern airlines
chinatown	chinatown
chinchilla	chinchila
chinchilla de monte-aragón	chinchilla de monte-aragón
chinchină	quinquina \ quinaquina
chinetoterapie	cinesioterapia
chinez	chinês \ chinesa
chineze	chinesa \ chinês
chinezească	chinês \ chinesa \ sino
chinezesc	chinês \ sino \ chinesa
chinezește	chinês
chinezești	chinês \ sino \ chinesa
chinezi	chinesa \ chinês \ chineses \ os chineses
chinezoaice	chinesa \ chineses \ chinês \ os chineses
chinezoaică	chinês \ chinesa
chineză	chinês \ chinesa \ chiński
chinină	quinina \ quinina
chino	chino
chinofobie	cinofobia
chinolină	quinolina
chinolog	cinólogo
chinologie	cinologia \ cinologia
chinon	chinon
chinonă	quinona
chinovar	cinabre
chinui	atormentar \ torturar \ maltratar
chinuit	aflito
chiny	chiny
chior	caolho \ zarolho \ zanolho
chiorî	inganar \ iludir
chios	cidade de quíos
chioşc	quiosque
chioșc de ziare	banca
chip	rosto \ cara \ ar
chip multiprocessor	multinúcleo
chiparoasă	nardo \ tuberosa \ vara de são josé
chiparos	cipreste \ cipreste
chipata	chipata
chipeș	bonito
chipiona	chipiona
chips	batata chips
chipset	chipset
chira de baltă	andorinha-do-mar-comum
chiral	quiral
chiralitate	quiralidade
chirie	renda \ aluguel
chirie moderată	renda regulamentada
chiril de alexandria	cirilo de alexandria
chiril din ierusalim	são cirilo de jerusalém
chirivel	chirivel
chiron	quíron
chiropractician	quiroprático \ quiropraxista
chiroptere	morcego
chirpici	adobe \ adobe
chirurg	cirurgião
chirurgia	cirurgia
chirurgie	cirurgia
chirurgie cardiacă	cirurgia cardiovascular
chirurgie estetică	cirurgia estética \ cirurgia plástica
chirurgie generală	cirurgia geral
chirurgie plastică	cirurgia plástica
chirurgie vasculară	cirurgia vascular
chirvai	quermesse \ quermesse
chiryu	chiryu
chiră de mare	trinta-réis-de-bando
chiscar mic	lampreia-de-esteiro \ lampreira-pequena
chist	quisto
chit	massa de vidraceiro
chita	chita
chitanta	recibo
chitanță	recibo \ nota fiscal
chitara	violão
chitarist	guitarrista
chitară	guitarra \ violão \ viola
chitară acustică	guitarra acústica \ violão
chitară bas	baixo elétrico \ baixo \ contrabaixo
chitară cu 12 corzi	violão de doze cordas
chitară electrică	guitarra elétrica
chitară semi-acustică	guitarra semiacústica
